#SampleID	Sample Accession	Sample Alias	Ecozone	Region	Site	Environmental Source	Phylogenetic Marker	Target Gene Subfragment	Collection Date	Latitude	Longitude	Country	Sampling Depth	Elevation	Mean Annual Temperature (Celsius)	Mean Annual Precipitation (mm)	Soil Classification	Tree Cover	Climatic Zone	LTSP Treatment	Compaction Treatment	Herbicide Use	Horizon	Moisture Content	Total Carbon	Total Nitrogen	pH	Soil Bulk Density	CN Ratio
ERR1226536	ERS1040411	OC315B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C1	0	O horizon	57.2	NA	NA	0	NA	NA
ERR1226537	ERS1040412	OC316B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C1	0	A horizon	24.3	NA	NA	0	NA	NA
ERR1226538	ERS1040413	OC317B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C1	0	A horizon	28.6	NA	NA	0	NA	NA
ERR1226539	ERS1040414	OC318B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C1	0	A horizon	21.1	NA	NA	0	NA	NA
ERR1226540	ERS1040415	OC319B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C2	0	O horizon	61.5	NA	NA	0	NA	NA
ERR1226541	ERS1040416	OC320B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C2	0	O horizon	62.7	NA	NA	0	NA	NA
ERR1226542	ERS1040417	OC321B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C2	0	O horizon	57.7	NA	NA	0	NA	NA
ERR1226543	ERS1040418	OC322B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C2	0	A horizon	27.7	NA	NA	0	NA	NA
ERR1226544	ERS1040419	OC323B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C2	0	A horizon	23.4	NA	NA	0	NA	NA
ERR1226545	ERS1040420	OC324B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C2	0	A horizon	23.7	NA	NA	0	NA	NA
ERR1226546	ERS1040421	OC325B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C0	0	O horizon	64.4	NA	NA	0	NA	NA
ERR1226547	ERS1040422	OC326B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C0	0	O horizon	62.2	NA	NA	0	NA	NA
ERR1226548	ERS1040423	OC327B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C0	0	O horizon	53.7	NA	NA	0	NA	NA
ERR1226549	ERS1040424	OC328B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C0	0	A horizon	26.1	NA	NA	0	NA	NA
ERR1226550	ERS1040425	OC329B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C0	0	A horizon	22.3	NA	NA	0	NA	NA
ERR1226551	ERS1040426	OC330B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM2	C0	0	A horizon	23.9	NA	NA	0	NA	NA
ERR1226552	ERS1040427	OC331B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C2	0	O horizon	57.4	NA	NA	0	NA	NA
ERR1226553	ERS1040428	OC332B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C2	0	O horizon	50.5	NA	NA	0	NA	NA
ERR1226554	ERS1040429	OC333B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C2	0	O horizon	60.9	NA	NA	0	NA	NA
ERR1226555	ERS1040430	OC334B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C2	0	A horizon	24	NA	NA	0	NA	NA
ERR1226556	ERS1040431	OC335B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C2	0	A horizon	25.6	NA	NA	0	NA	NA
ERR1226557	ERS1040432	OC336B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C2	0	A horizon	25.4	NA	NA	0	NA	NA
ERR1226558	ERS1040433	OC340B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM3	C2	0	A horizon	22.9	NA	NA	0	NA	NA
ERR1226559	ERS1040434	OC341B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM3	C2	0	A horizon	22.1	NA	NA	0	NA	NA
ERR1226560	ERS1040435	OC342B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM3	C2	0	A horizon	20.3	NA	NA	0	NA	NA
ERR1226561	ERS1040436	OC343B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C1	0	O horizon	54.7	NA	NA	0	NA	NA
ERR1226562	ERS1040437	OC344B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C1	0	O horizon	58.7	NA	NA	0	NA	NA
ERR1226563	ERS1040438	OC345B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C1	0	O horizon	57.4	NA	NA	0	NA	NA
ERR1226564	ERS1040439	OC346B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C1	0	A horizon	26.2	NA	NA	0	NA	NA
ERR1226565	ERS1040440	OC347B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C1	0	A horizon	28	NA	NA	0	NA	NA
ERR1226566	ERS1040441	OC348B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM1	C1	0	A horizon	26.5	NA	NA	0	NA	NA
ERR1226567	ERS1040442	OC352B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM3	C1	0	A horizon	23.9	NA	NA	0	NA	NA
ERR1226568	ERS1040443	OC353B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM3	C1	0	A horizon	18.4	NA	NA	0	NA	NA
ERR1226569	ERS1040444	OC354B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	OM3	C1	0	A horizon	18.9	NA	NA	0	NA	NA
ERR1226570	ERS1040445	OC355B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	REF	REF	0	O horizon	56.5	NA	NA	0	NA	NA
ERR1226571	ERS1040446	OC356B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	REF	REF	0	O horizon	62	NA	NA	0	NA	NA
ERR1226572	ERS1040447	OC357B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.1	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	REF	REF	0	O horizon	62.1	NA	NA	0	NA	NA
ERR1226573	ERS1040448	OC358B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	REF	REF	0	A horizon	23	NA	NA	0	NA	NA
ERR1226574	ERS1040449	OC359B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	REF	REF	0	A horizon	20.6	NA	NA	0	NA	NA
ERR1226575	ERS1040450	OC360B	IDFBC	British Columbia	OC	Forest Soil	16S rRNA	V1-V3	6/26/2010	50.88	-120.35	Canada	0.3	1075	2.5	300	Brunisolic Gray Luvisol	Douglas fir	Dfb, Humid Continental warm summer	REF	REF	0	A horizon	20.8	NA	NA	0	NA	NA
ERR1226576	ERS1040451	SL121B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C0	0	O horizon	63	20.7	0.6	5.2	1.6	35
ERR1226577	ERS1040452	SL122B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C0	0	O horizon	57	20.7	0.6	5.2	1.6	35
ERR1226578	ERS1040453	SL123B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C0	0	O horizon	61	20.7	0.6	5.2	1.6	35
ERR1226579	ERS1040454	SL124B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C0	0	A horizon	30	0.9	0.1	5.4	1.6	18.4
ERR1226580	ERS1040455	SL125B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C0	0	A horizon	30	0.9	0.1	5.4	1.6	18.4
ERR1226581	ERS1040456	SL126B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C0	0	A horizon	30	0.9	0.1	5.4	1.6	18.4
ERR1226582	ERS1040457	SL127B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C1	0	O horizon	60	22.3	0.6	5.1	1.6	38.4
ERR1226583	ERS1040458	SL128B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C1	0	O horizon	59	22.3	0.6	5.1	1.6	38.4
ERR1226584	ERS1040459	SL129B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C1	0	O horizon	62	22.3	0.6	5.1	1.6	38.4
ERR1226585	ERS1040460	SL130B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C1	0	A horizon	32	1	0.1	5.5	1.6	19.4
ERR1226586	ERS1040461	SL131B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C1	0	A horizon	32	1	0.1	5.5	1.6	19.4
ERR1226587	ERS1040462	SL132B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C1	0	A horizon	36	1	0.1	5.5	1.6	19.4
ERR1226588	ERS1040463	SL133B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C2	0	O horizon	50	18.8	0.5	5.3	1.8	36.2
ERR1226589	ERS1040464	SL134B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C2	0	O horizon	68	18.8	0.5	5.3	1.8	36.2
ERR1226590	ERS1040465	SL135B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C2	0	O horizon	67	18.8	0.5	5.3	1.8	36.2
ERR1226591	ERS1040466	SL136B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C2	0	A horizon	31	0.8	0.1	5.6	1.8	16.2
ERR1226592	ERS1040467	SL137B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C2	0	A horizon	33	0.8	0.1	5.6	1.8	16.2
ERR1226593	ERS1040468	SL138B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM1	C2	0	A horizon	32	0.8	0.1	5.6	1.8	16.2
ERR1226594	ERS1040469	SL139B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C0	0	O horizon	56	17.5	0.5	5.2	1.7	34.3
ERR1226595	ERS1040470	SL140B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C0	0	O horizon	57	17.5	0.5	5.2	1.7	34.3
ERR1226596	ERS1040471	SL141B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C0	0	O horizon	58	17.5	0.5	5.2	1.7	34.3
ERR1226597	ERS1040472	SL142B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C0	0	A horizon	33	0.9	0.1	5.5	1.7	18.2
ERR1226598	ERS1040473	SL143B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C0	0	A horizon	35	0.9	0.1	5.5	1.7	18.2
ERR1226599	ERS1040474	SL144B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C0	0	A horizon	28	0.9	0.1	5.5	1.7	18.2
ERR1226600	ERS1040475	SL145B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C1	0	O horizon	55	19.9	0.5	5.4	1.7	39
ERR1226601	ERS1040476	SL146B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C1	0	O horizon	54	19.9	0.5	5.4	1.7	39
ERR1226602	ERS1040477	SL147B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C1	0	O horizon	62	19.9	0.5	5.4	1.7	39
ERR1226603	ERS1040478	SL148B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C1	0	A horizon	33	1.4	0.1	5.6	1.7	19.6
ERR1226604	ERS1040479	SL149B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C1	0	A horizon	32	1.4	0.1	5.6	1.7	19.6
ERR1226605	ERS1040480	SL150B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C1	0	A horizon	31	1.4	0.1	5.6	1.7	19.6
ERR1226606	ERS1040481	SL152B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C2	0	O horizon	54	17.9	0.5	5.2	1.7	33.2
ERR1226607	ERS1040482	SL153B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.1	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C2	0	O horizon	63	17.9	0.5	5.2	1.7	33.2
ERR1226608	ERS1040483	SL154B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C2	0	A horizon	28	1.1	0.1	5.5	1.7	17.8
ERR1226609	ERS1040484	SL155B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C2	0	A horizon	34	1.1	0.1	5.5	1.7	17.8
ERR1226610	ERS1040485	SL156B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM2	C2	0	A horizon	32	1.1	0.1	5.5	1.7	17.8
ERR1226611	ERS1040486	SL160B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM3	C0	0	A horizon	33	0.9	0.1	5.6	1.7	18.2
ERR1226612	ERS1040487	SL161B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM3	C0	0	A horizon	33	0.9	0.1	5.6	1.7	18.2
ERR1226613	ERS1040488	SL162B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM3	C0	0	A horizon	33	0.9	0.1	5.6	1.7	18.2
ERR1226614	ERS1040489	SL166B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM3	C1	0	A horizon	32	1.1	0.1	5.5	1.7	18.2
ERR1226615	ERS1040490	SL167B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM3	C1	0	A horizon	32	1.1	0.1	5.5	1.7	18.2
ERR1226616	ERS1040491	SL168B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM3	C1	0	A horizon	31	1.1	0.1	5.5	1.7	18.2
ERR1226617	ERS1040492	SL172B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM3	C2	0	A horizon	32	0.9	0.1	5.7	1.7	18
ERR1226618	ERS1040493	SL173B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM3	C2	0	A horizon	30	0.9	0.1	5.7	1.7	18
ERR1226619	ERS1040494	SL174B	SBSBC	British Columbia	SL	Forest Soil	16S rRNA	V1-V3	8/14/2009	52.32	-121.92	Canada	0.3	1050	3.8	146-193	Orthic Gray Luvisol	Lodgepole pine, Interior spruce	Dfc, Boreal cool summer	OM3	C2	0	A horizon	32	0.9	0.1	5.7	1.7	18
