#SampleID	Sample Accession	Sample Alias	Ecozone	Region	Site	Environmental Source	Phylogenetic Marker	Target Gene Subfragment	Collection Date	Latitude	Longitude	Country	Sampling Depth	Elevation	Mean Annual Temperature (Celsius)	Mean Annual Precipitation (mm)	Soil Classification	Tree Cover	Climatic Zone	LTSP Treatment	Compaction Treatment	Herbicide Use	Horizon	Moisture Content	Total Carbon	Total Nitrogen	pH	Soil Bulk Density	CN Ratio
ERR1226373	ERS1040248	BP241B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	O horizon	88	2.5	0.1	5.5	1.4	22.8
ERR1226374	ERS1040249	BP242B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	O horizon	90	2.5	0.1	5.5	1.4	22.8
ERR1226375	ERS1040250	BP243B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	O horizon	93	2.5	0.1	5.5	1.4	22.8
ERR1226376	ERS1040251	BP244B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	A horizon	40	41.8	1.5	5.8	1.4	27.7
ERR1226377	ERS1040252	BP245B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	A horizon	50	41.8	1.5	5.8	1.4	27.7
ERR1226378	ERS1040253	BP246B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	A horizon	39	41.8	1.5	5.8	1.4	27.7
ERR1226379	ERS1040254	BP250B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C2	0	A horizon	53	2	0.1	5.6	1.5	22.3
ERR1226380	ERS1040255	BP251B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C2	0	A horizon	50	2	0.1	5.6	1.5	22.3
ERR1226381	ERS1040256	BP252B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C2	0	A horizon	38	2	0.1	5.6	1.5	22.3
ERR1226382	ERS1040257	BP256B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C1	0	A horizon	45	2.6	0.1	5.7	1.5	23.6
ERR1226383	ERS1040258	BP257B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C1	0	A horizon	55	2.6	0.1	5.7	1.5	23.6
ERR1226384	ERS1040259	BP258B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C1	0	A horizon	46	2.6	0.1	5.7	1.5	23.6
ERR1226385	ERS1040260	BP259B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	O horizon	88	38.7	1.1	5.6	1	35.2
ERR1226386	ERS1040261	BP260B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	O horizon	88	38.7	1.1	5.6	1	35.2
ERR1226387	ERS1040262	BP261B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	O horizon	83	38.7	1.1	5.6	1	35.2
ERR1226388	ERS1040263	BP262B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	A horizon	43	3	0.1	5.4	1	27.1
ERR1226389	ERS1040264	BP263B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	A horizon	48	3	0.1	5.4	1	27.1
ERR1226390	ERS1040265	BP264B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	A horizon	47	3	0.1	5.4	1	27.1
ERR1226391	ERS1040266	BP265B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	O horizon	79	43.2	0.9	5.1	1.1	50.9
ERR1226392	ERS1040267	BP266B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	O horizon	83	43.2	0.9	5.1	1.1	50.9
ERR1226393	ERS1040268	BP267B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	O horizon	79	43.2	0.9	5.1	1.1	50.9
ERR1226394	ERS1040269	BP268B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	A horizon	44	2.8	0.1	5.4	1.1	27.6
ERR1226395	ERS1040270	BP269B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	A horizon	47	2.8	0.1	5.4	1.1	27.6
ERR1226396	ERS1040271	BP270B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	A horizon	51	2.8	0.1	5.4	1.1	27.6
ERR1226397	ERS1040272	BP271B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	O horizon	89	38.6	1	5.3	1.3	37.5
ERR1226398	ERS1040273	BP272B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	O horizon	83	38.6	1	5.3	1.3	37.5
ERR1226399	ERS1040274	BP273B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	O horizon	88	38.6	1	5.3	1.3	37.5
ERR1226400	ERS1040275	BP274B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	A horizon	43	2.7	0.1	5.5	1.3	24.2
ERR1226401	ERS1040276	BP275B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	A horizon	50	2.7	0.1	5.5	1.3	24.2
ERR1226402	ERS1040277	BP276B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	A horizon	44	2.7	0.1	5.5	1.3	24.2
ERR1226403	ERS1040278	BP277B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C1	0	O horizon	87	33.4	0.9	5.2	1.2	38.4
ERR1226404	ERS1040279	BP278B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C1	0	O horizon	86	33.4	0.9	5.2	1.2	38.4
ERR1226405	ERS1040280	BP279B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C1	0	O horizon	75	33.4	0.9	5.2	1.2	38.4
ERR1226406	ERS1040281	BP280B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C1	0	A horizon	53	2.1	0.1	5.3	1.2	22.9
ERR1226407	ERS1040282	BP281B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C1	0	A horizon	51	2.1	0.1	5.3	1.2	22.9
ERR1226408	ERS1040283	BP282B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C1	0	A horizon	45	2.1	0.1	5.3	1.2	22.9
ERR1226409	ERS1040284	BP286B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C0	0	A horizon	42	2.1	0.1	5.7	1.3	23.3
ERR1226410	ERS1040285	BP287B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C0	0	A horizon	48	2.1	0.1	5.7	1.3	23.3
ERR1226411	ERS1040286	BP288B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C0	0	A horizon	47	2.1	0.1	5.7	1.3	23.3
ERR1226412	ERS1040287	BP289B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C2	0	O horizon	80	37.6	0.9	5.1	1.4	41.4
ERR1226413	ERS1040288	BP290B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C2	0	O horizon	87	37.6	0.9	5.1	1.4	41.4
ERR1226414	ERS1040289	BP291B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C2	0	O horizon	80	37.6	0.9	5.1	1.4	41.4
ERR1226415	ERS1040290	BP292B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C2	0	A horizon	47	3.6	0.2	5.7	1.4	23.7
ERR1226416	ERS1040291	BP293B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C2	0	A horizon	49	3.6	0.2	5.7	1.4	23.7
ERR1226417	ERS1040292	BP294B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C2	0	A horizon	42	3.6	0.2	5.7	1.4	23.7
ERR1226418	ERS1040293	BP295B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	REF	REF	0	O horizon	74	44.4	1.3	5.4	NA	35.5
ERR1226419	ERS1040294	BP296B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	REF	REF	0	O horizon	88	44.4	1.3	5.4	NA	35.5
ERR1226420	ERS1040295	BP297B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.1	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	REF	REF	0	O horizon	84	44.4	1.3	5.4	NA	35.5
ERR1226421	ERS1040296	BP298B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	REF	REF	0	A horizon	46	2.4	0.1	5.6	NA	24.2
ERR1226422	ERS1040297	BP299B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	REF	REF	0	A horizon	44	2.4	0.1	5.6	NA	24.2
ERR1226423	ERS1040298	BP300B	IDFBC	British Columbia	BP	Forest Soil	16S rRNA	V1-V3	6/22/2010	50.93	-120.28	Canada	0.3	1180	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Lodgepole pine	Dfb, Humid Continental warm summer	REF	REF	0	A horizon	45	2.4	0.1	5.6	NA	24.2
ERR1226424	ERS1040299	DC184B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C0	0	A horizon	20	1.7	0.1	5.9	1.5	18.4
ERR1226425	ERS1040300	DC185B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C0	0	A horizon	26	1.7	0.1	5.9	1.5	18.4
ERR1226426	ERS1040301	DC186B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C0	0	A horizon	20	1.7	0.1	5.9	1.5	18.4
ERR1226427	ERS1040302	DC187B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	O horizon	58	32.9	1.3	6	1.3	25.1
ERR1226428	ERS1040303	DC188B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	O horizon	63	32.9	1.3	6	1.3	25.1
ERR1226429	ERS1040304	DC189B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	O horizon	56	32.9	1.3	6	1.3	25.1
ERR1226430	ERS1040305	DC190B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	A horizon	21	3.3	0.2	5.6	1.3	20.5
ERR1226431	ERS1040306	DC191B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	A horizon	23	3.3	0.2	5.6	1.3	20.5
ERR1226432	ERS1040307	DC192B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C0	0	A horizon	25	3.3	0.2	5.6	1.3	20.5
ERR1226433	ERS1040308	DC193B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	O horizon	61	32.9	1.2	5.8	1.5	28.4
ERR1226434	ERS1040309	DC194B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	O horizon	63	32.9	1.2	5.8	1.5	28.4
ERR1226435	ERS1040310	DC195B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	O horizon	57	32.9	1.2	5.8	1.5	28.4
ERR1226436	ERS1040311	DC196B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	A horizon	29	2.1	0.1	5.6	1.5	20.5
ERR1226437	ERS1040312	DC197B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	A horizon	27	2.1	0.1	5.6	1.5	20.5
ERR1226438	ERS1040313	DC198B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C1	0	A horizon	21	2.1	0.1	5.6	1.5	20.5
ERR1226439	ERS1040314	DC199B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	O horizon	58	30.1	1	5.8	1.5	29.3
ERR1226440	ERS1040315	DC200B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	O horizon	53	30.1	1	5.8	1.5	29.3
ERR1226441	ERS1040316	DC201B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	O horizon	59	30.1	1	5.8	1.5	29.3
ERR1226442	ERS1040317	DC202B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	A horizon	24	2.4	0.1	5.8	1.5	18.5
ERR1226443	ERS1040318	DC203B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	A horizon	33	2.4	0.1	5.8	1.5	18.5
ERR1226444	ERS1040319	DC204B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM2	C2	0	A horizon	30	2.4	0.1	5.8	1.5	18.5
ERR1226445	ERS1040320	DC205B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	O horizon	60	38.7	1.3	5.6	1.4	29.5
ERR1226446	ERS1040321	DC206B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	O horizon	60	38.7	1.3	5.6	1.4	29.5
ERR1226447	ERS1040322	DC207B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.1	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	O horizon	58	38.7	1.3	5.6	1.4	29.5
ERR1226448	ERS1040323	DC208B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	A horizon	28	2.3	0.1	5.2	1.4	20.5
ERR1226449	ERS1040324	DC209B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	A horizon	26	2.3	0.1	5.2	1.4	20.5
ERR1226450	ERS1040325	DC210B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM1	C0	0	A horizon	24	2.3	0.1	5.2	1.4	20.5
ERR1226451	ERS1040326	DC214B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C1	0	A horizon	17	1.8	0.1	5.7	1.7	19.7
ERR1226452	ERS1040327	DC215B	IDFBC	British Columbia	DC	Forest Soil	16S rRNA	V1-V3	6/25/2010	50.85	-120.42	Canada	0.3	1150	2.5	300	Brunisolic Gray Luvisol	Douglas fir, Subalpine fir, Lodgepole pine	Dfb, Humid Continental warm summer	OM3	C1	0	A horizon	18	1.8	0.1	5.7	1.7	19.7
